procedure,estimate,se,covered,selected_abs_t,rep,seed
Same data selection and inference,0.18479681083774616,0.08982868717860658,0,2.057213754780967,127,2366969147
Split selection and independent inference,0.07192491772785993,0.128334223423252,1,0.5604500172229846,127,2366969147
Same data selection and inference,-0.17234303893778458,0.08051445942006281,0,2.1405228350181242,128,356636133
Split selection and independent inference,-0.05979283941539614,0.11687657891581693,1,0.5115895756879,128,356636133
Same data selection and inference,0.16900507566762699,0.08077630027762851,0,2.0922606641645602,129,3525125407
Split selection and independent inference,-0.0008690498011592482,0.1206943170516224,1,0.007200420221836503,129,3525125407
Same data selection and inference,-0.16672592252413315,0.07711957890127052,0,2.1619143270683288,130,2596476388
Split selection and independent inference,-0.06879376041708118,0.1144297915154232,1,0.601187501139587,130,2596476388
Same data selection and inference,-0.1643904639112234,0.08372055322963776,0,1.963561605479547,131,432426893
Split selection and independent inference,-0.1517205684008226,0.11861205686038798,1,1.2791327662364451,131,432426893
Same data selection and inference,0.19668693158769396,0.0837288678082678,0,2.3490934099107945,132,890488161
Split selection and independent inference,0.22983795283564426,0.12146985685884883,1,1.8921398178868525,132,890488161
Same data selection and inference,0.1875599729161484,0.09995009430366357,1,1.8765362276328896,133,3534954386
Split selection and independent inference,0.07146438916016179,0.13963488743654007,1,0.5117946558494577,133,3534954386
Same data selection and inference,0.14486934156388498,0.08810093447627072,1,1.6443564693732546,134,4038782752
Split selection and independent inference,0.12976805049586967,0.126462604103148,1,1.026137737840869,134,4038782752
Same data selection and inference,-0.21955456736278636,0.07868994689666432,0,2.790122195038529,135,944155196
Split selection and independent inference,0.04268413595055036,0.11422783547973069,1,0.37367543358662786,135,944155196
Same data selection and inference,-0.20255608079321438,0.08314939885070628,0,2.43604985234952,136,4276124436
Split selection and independent inference,-0.03654002059489405,0.1260343334884429,1,0.28992116341254504,136,4276124436
Same data selection and inference,0.1687864583169683,0.08388038108565964,0,2.0122280816130482,137,1049334558
Split selection and independent inference,-0.05414388515898434,0.11442413869733363,1,0.4731858659841154,137,1049334558
Same data selection and inference,0.2341634670207631,0.08996860407753504,0,2.602724243881352,138,62033798
Split selection and independent inference,-0.04211104442674186,0.13886432732856513,1,0.30325314814007953,138,62033798
Same data selection and inference,0.2074469655107405,0.08694011944128777,0,2.386090183034924,139,3665848609
Split selection and independent inference,0.22646116811187153,0.12250185393284665,1,1.8486346193259535,139,3665848609
Same data selection and inference,0.21256338533068314,0.08872753531395379,0,2.3956868020569737,140,3973420753
Split selection and independent inference,0.03912204433231762,0.128359144481819,1,0.3047857983959914,140,3973420753
Same data selection and inference,0.22078095820843982,0.08919330063739994,0,2.4753087578403106,141,138335810
Split selection and independent inference,-0.06867453930483583,0.12307238196232723,1,0.5580012201751103,141,138335810
Same data selection and inference,-0.2043735835709442,0.08771949651751437,0,2.3298535865414856,142,2877923805
Split selection and independent inference,-0.06250610834474057,0.13073765979332255,1,0.4781033134871295,142,2877923805
Same data selection and inference,-0.17809699113667476,0.08022834859874106,0,2.219876069335789,143,4160948733
Split selection and independent inference,-0.1137340997077838,0.1176202488603132,1,0.9669602029396772,143,4160948733
Same data selection and inference,-0.26286959201452736,0.08455014867126542,0,3.1090376083970654,144,1377932073
Split selection and independent inference,0.017960527446369185,0.1301962633645962,1,0.13794963835539023,144,1377932073
Same data selection and inference,0.24074786247693541,0.08334353198983535,0,2.888620829104018,145,433631965
Split selection and independent inference,-0.0539813959872127,0.11832268625574421,1,0.4562218598598801,145,433631965
Same data selection and inference,0.1711085253858695,0.08572247527235166,0,1.9960754147874875,146,1585412930
Split selection and independent inference,-0.06454575704189025,0.13659334108320592,1,0.4725395581514633,146,1585412930
Same data selection and inference,-0.14043864078852955,0.09009097399236944,1,1.5588536183483206,147,2179129715
Split selection and independent inference,0.008887364990864365,0.12515682233344533,1,0.07100983250586586,147,2179129715
Same data selection and inference,0.2100514079415452,0.08649595905304454,0,2.428453424196719,148,1519059630
Split selection and independent inference,0.12729509263182237,0.1277657576086148,1,0.996316188424803,148,1519059630
Same data selection and inference,0.16168888098426584,0.08828271825916563,1,1.8314896071687177,149,252016040
Split selection and independent inference,0.16417779542860841,0.11558739760090037,1,1.4203779896099118,149,252016040
Same data selection and inference,0.17219565205434148,0.08289912994710966,0,2.077170799792516,150,904489796
Split selection and independent inference,0.050745580822230706,0.11609651199903818,1,0.4370982379096033,150,904489796
Same data selection and inference,0.22107178715987222,0.08607409674416654,0,2.5683892776354322,151,4188894515
Split selection and independent inference,0.13223922970257723,0.12755877566585863,1,1.036692528697352,151,4188894515
Same data selection and inference,-0.14442959477311496,0.0798405978367183,1,1.808974365002719,152,4129819999
Split selection and independent inference,0.051787473851706484,0.10766603913904184,1,0.4810010126296856,152,4129819999
Same data selection and inference,-0.22517687652971874,0.08338332493557597,0,2.7005024890012,153,2971801993
